code,name,product_family,coverage_provider,provider_status,source_candidate,source_kind,confidence,next_action
0005G0,IBK K-AI반도체코어테크,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
0178H0,IBK 미국AI TOP10국채혼합50,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0135Y0,IBK 중기종합채권(AA-이상)액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
0191S0,IBK 코스닥150,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
483570,KCGI 미국S&P500 TOP10,foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
069660,KIWOOM 200,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
294400,KIWOOM 200TR,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
253250,KIWOOM 200선물레버리지,fixed_income_cash_commodity_or_derivative,,,krx,methodology_provider,medium,build_krx_methodology_probe
253240,KIWOOM 200선물인버스,fixed_income_cash_commodity_or_derivative,,,krx,methodology_provider,medium,build_krx_methodology_probe
253230,KIWOOM 200선물인버스2X,fixed_income_cash_commodity_or_derivative,,,krx,methodology_provider,medium,build_krx_methodology_probe
464240,KIWOOM 26-09회사채(AA-이상)액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
458210,KIWOOM CD금리액티브(합성),fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
488200,KIWOOM K-2차전지북미공급망,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
488210,KIWOOM K-반도체북미공급망,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
100910,KIWOOM KRX100,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
0194R0,KIWOOM SK하이닉스선물단일종목레버리지,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
435530,KIWOOM TDF2030액티브 적격,asset_allocation_or_tdf,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
435540,KIWOOM TDF2040액티브 적격,asset_allocation_or_tdf,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
435550,KIWOOM TDF2050액티브 적격,asset_allocation_or_tdf,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
148070,KIWOOM 국고채10년,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
167860,KIWOOM 국고채10년레버리지,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
471460,KIWOOM 국고채30년액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
114470,KIWOOM 국고채3년,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
473490,KIWOOM 글로벌AI반도체,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
489860,KIWOOM 글로벌전력GRID인프라,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
130730,KIWOOM 단기자금,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
419890,KIWOOM 단기채권ESG액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
411860,KIWOOM 독일DAX,foreign_or_global,,,stoxx,methodology_provider,medium,build_stoxx_methodology_probe
476450,KIWOOM 머니마켓액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
430500,KIWOOM 물가채KIS,fixed_income_cash_commodity_or_derivative,,,kis,methodology_provider,medium,build_kis_methodology_probe
0190M0,KIWOOM 미국AI테크하이베타,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
449770,KIWOOM 미국S&P500,foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
0127V0,KIWOOM 미국S&P500 TOP10&배당다우비중전환,foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
0137W0,KIWOOM 미국S&P500&GOLD,foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
0127T0,KIWOOM 미국S&P500&배당다우존스비중전환,foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
449780,KIWOOM 미국S&P500(H),foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
0137V0,KIWOOM 미국S&P500모멘텀,foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
0107F0,KIWOOM 미국고배당&AI테크,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
453080,KIWOOM 미국나스닥100(H),foreign_or_global,,,nasdaq,methodology_provider,medium,build_nasdaq_methodology_probe
460270,KIWOOM 미국달러SOFR금리액티브(합성),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
138230,KIWOOM 미국달러선물,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
225800,KIWOOM 미국달러선물레버리지,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
139660,KIWOOM 미국달러선물인버스,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
230480,KIWOOM 미국달러선물인버스2X,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0084E0,KIWOOM 미국대형주500월간목표헤지액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
373790,KIWOOM 미국방어배당성장나스닥,foreign_or_global,,,nasdaq,methodology_provider,medium,build_nasdaq_methodology_probe
483030,KIWOOM 미국블록버스터바이오테크의약품+,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
459790,KIWOOM 미국성장기업30액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0174R0,KIWOOM 미국성장다우존스,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
498270,KIWOOM 미국양자컴퓨팅,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
474800,KIWOOM 미국원유에너지기업,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0084D0,KIWOOM 미국테크100월간목표헤지액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
104520,KIWOOM 블루칩,domestic_group_or_theme,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
0183V0,KIWOOM 삼성전자&SK하이닉스채권혼합50,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
0194N0,KIWOOM 삼성전자선물단일종목레버리지,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
0015E0,KIWOOM 엔비디아미국30년국채혼합액티브(H),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
483020,KIWOOM 의료AI,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
200250,KIWOOM 인도Nifty50(합성),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
454780,KIWOOM 종합채권(AA-이상)액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
454180,KIWOOM 차이나내수소비TOP CSI,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
104530,KIWOOM 코리아고배당,domestic_factor_dividend_or_value,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
496090,KIWOOM 코리아밸류업,domestic_factor_dividend_or_value,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
469790,KIWOOM 코리아테크TOP10,domestic_group_or_theme,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
316670,KIWOOM 코스닥150,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
291630,KIWOOM 코스닥150선물레버리지,fixed_income_cash_commodity_or_derivative,,,krx,methodology_provider,medium,build_krx_methodology_probe
291620,KIWOOM 코스닥150선물인버스,fixed_income_cash_commodity_or_derivative,,,krx,methodology_provider,medium,build_krx_methodology_probe
153270,KIWOOM 코스피100,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
122260,KIWOOM 통안채1년,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
0015F0,KIWOOM 팔란티어미국30년국채혼합액티브(H),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0097L0,KIWOOM 한국고배당&미국AI테크,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
069500,KODEX 200,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
226980,KODEX 200 중소형,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
337160,KODEX 200ESG,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
363580,KODEX 200IT TR,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
278530,KODEX 200TR,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
337150,KODEX 200exTOP,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
223190,KODEX 200가치저변동,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
252650,KODEX 200동일가중,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
360140,KODEX 200롱코스닥150숏선물,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
284430,KODEX 200미국채혼합,foreign_or_global,,,krx,methodology_provider,medium,build_krx_methodology_probe
252670,KODEX 200선물인버스2X,fixed_income_cash_commodity_or_derivative,,,krx,methodology_provider,medium,build_krx_methodology_probe
494890,KODEX 200액티브,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
498400,KODEX 200타겟위클리커버드콜,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
0117L0,KODEX 26-12 금융채(AA-이상)액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
473290,KODEX 26-12 회사채(AA-이상)액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
0007F0,KODEX 27-12 회사채(AA-이상)액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
0119H0,KODEX 28-12 회사채(AA-이상)액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
305720,KODEX 2차전지산업,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
462330,KODEX 2차전지산업레버리지,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
461950,KODEX 2차전지핵심소재10,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
457690,KODEX 33-06 국고채액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
271060,KODEX 3대농산물선물(H),fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
457700,KODEX 53-09 국고채액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
395160,KODEX AI반도체TOP2플러스,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
471990,KODEX AI반도체핵심장비,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
487240,KODEX AI전력핵심설비,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
481050,KODEX CD1년금리플러스액티브(합성),fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
459580,KODEX CD금리액티브(합성),fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
439860,KODEX ESG종합채권(A-이상)액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
266370,KODEX IT,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
368680,KODEX K-뉴딜디지털플러스,domestic_group_or_theme,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
423160,KODEX KOFR금리액티브(합성),fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
292190,KODEX KRX300,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
306950,KODEX KRX300레버리지,fixed_income_cash_commodity_or_derivative,,,krx,methodology_provider,medium,build_krx_methodology_probe
229720,KODEX KTOP30,domestic_broad_market,,,krx,methodology_provider,low,research_krx_sources
266360,KODEX K콘텐츠,domestic_group_or_theme,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
291890,KODEX MSCI EM선물(H),fixed_income_cash_commodity_or_derivative,,,msci,methodology_provider,medium,build_msci_methodology_probe
289040,KODEX MSCI KOREA ESG유니버설,foreign_or_global,,,msci,methodology_provider,medium,build_msci_methodology_probe
156080,KODEX MSCI Korea,foreign_or_global,,,msci,methodology_provider,medium,build_msci_methodology_probe
278540,KODEX MSCI Korea TR,foreign_or_global,,,msci,methodology_provider,medium,build_msci_methodology_probe
251350,KODEX MSCI선진국,foreign_or_global,,,msci,methodology_provider,medium,build_msci_methodology_probe
269420,KODEX S&P글로벌인프라(합성),foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
0193T0,KODEX SK하이닉스단일종목레버리지,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
433970,KODEX TDF2030액티브 적격,asset_allocation_or_tdf,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
433980,KODEX TDF2040액티브 적격,asset_allocation_or_tdf,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
434060,KODEX TDF2050액티브 적격,asset_allocation_or_tdf,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
0082V0,KODEX TDF2060액티브 적격,asset_allocation_or_tdf,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
329650,KODEX TRF3070,asset_allocation_or_tdf,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
329660,KODEX TRF5050,asset_allocation_or_tdf,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
329670,KODEX TRF7030,asset_allocation_or_tdf,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
395170,KODEX Top10동일가중,domestic_group_or_theme,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
315930,KODEX Top5PlusTR,domestic_group_or_theme,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
261220,KODEX WTI원유선물(H),fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
271050,KODEX WTI원유선물인버스(H),fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
468370,KODEX iShares미국인플레이션국채액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
468630,KODEX iShares미국투자등급회사채액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
468380,KODEX iShares미국하이일드액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
275290,KODEX 가치주,domestic_factor_dividend_or_value,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
117700,KODEX 건설,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
300950,KODEX 게임산업,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
266390,KODEX 경기소비재,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
279530,KODEX 고배당주,domestic_factor_dividend_or_value,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
132030,KODEX 골드선물(H),fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
280940,KODEX 골드선물인버스(H),fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
138910,KODEX 구리선물(H),fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
471230,KODEX 국고채10년액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
439870,KODEX 국고채30년액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
114260,KODEX 국고채3년,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
152380,KODEX 국채선물10년,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
176950,KODEX 국채선물10년인버스,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
292770,KODEX 국채선물3년인버스,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
276990,KODEX 글로벌로봇(합성),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
476070,KODEX 글로벌비만치료제TOP2 Plus,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0064K0,KODEX 금액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
0089D0,KODEX 금융고배당TOP10,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
498410,KODEX 금융고배당TOP10타겟위클리커버드콜,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
0162M0,KODEX 금융채1~2년(AA-이상)PLUS액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
102960,KODEX 기계장비,domestic_sector,fnguide,not_found,fnguide,methodology_provider,high,continue_fnguide_pipeline
404260,KODEX 기후변화솔루션,domestic_group_or_theme,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
273140,KODEX 단기변동금리부채권액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
153130,KODEX 단기채권,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
214980,KODEX 단기채권PLUS,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
487950,KODEX 대만테크고배당다우존스,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
122630,KODEX 레버리지,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
445290,KODEX 로봇액티브,domestic_sector,fnguide,not_found,fnguide,methodology_provider,high,continue_fnguide_pipeline
488770,KODEX 머니마켓액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
321410,KODEX 멀티에셋하이인컴(H),asset_allocation_or_tdf,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
337120,KODEX 멀티팩터,domestic_factor_dividend_or_value,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
401470,KODEX 메타버스액티브,domestic_group_or_theme,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
244620,KODEX 모멘텀Plus,domestic_factor_dividend_or_value,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
275280,KODEX 모멘텀주,domestic_factor_dividend_or_value,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
308620,KODEX 미국10년국채선물,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0091C0,KODEX 미국10년국채액티브(H),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
484790,KODEX 미국30년국채액티브(H),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
304660,KODEX 미국30년국채울트라선물(H),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
304670,KODEX 미국30년국채울트라선물인버스(H),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
481060,KODEX 미국30년국채타겟커버드콜(합성 H),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0173Y0,KODEX 미국AI광통신네트워크,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0151S0,KODEX 미국AI반도체TOP3플러스,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0041D0,KODEX 미국AI소프트웨어TOP10,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
487230,KODEX 미국AI전력핵심인프라,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
485540,KODEX 미국AI테크TOP10,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
483280,KODEX 미국AI테크TOP10타겟커버드콜,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
428560,KODEX 미국ETF산업Top10 Indxx,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
379800,KODEX 미국S&P500,foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
449180,KODEX 미국S&P500(H),foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
453660,KODEX 미국S&P500경기소비재,foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
453650,KODEX 미국S&P500금융,foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
0005A0,KODEX 미국S&P500데일리커버드콜OTM,foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
276970,KODEX 미국S&P500배당귀족커버드콜(합성 H),foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
0026E0,KODEX 미국S&P500버퍼3월액티브,foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
0068M0,KODEX 미국S&P500버퍼6월액티브,foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
0089C0,KODEX 미국S&P500변동성확대시커버드콜,foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
200030,KODEX 미국S&P500산업재(합성),foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
219480,KODEX 미국S&P500선물(H),foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
0041E0,KODEX 미국S&P500액티브,foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
218420,KODEX 미국S&P500에너지(합성),foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
463640,KODEX 미국S&P500유틸리티,foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
463690,KODEX 미국S&P500커뮤니케이션,foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
463680,KODEX 미국S&P500테크놀로지,foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
453630,KODEX 미국S&P500필수소비재,foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
453640,KODEX 미국S&P500헬스케어,foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
185680,KODEX 미국S&P바이오(합성),foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
0028X0,KODEX 미국금융테크액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
379810,KODEX 미국나스닥100,foreign_or_global,,,nasdaq,methodology_provider,medium,build_nasdaq_methodology_probe
449190,KODEX 미국나스닥100(H),foreign_or_global,,,nasdaq,methodology_provider,medium,build_nasdaq_methodology_probe
494300,KODEX 미국나스닥100데일리커버드콜OTM,foreign_or_global,,,nasdaq,methodology_provider,medium,build_nasdaq_methodology_probe
409820,KODEX 미국나스닥100레버리지(합성 H),foreign_or_global,,,nasdaq,methodology_provider,medium,build_nasdaq_methodology_probe
304940,KODEX 미국나스닥100선물(H),foreign_or_global,,,nasdaq,methodology_provider,medium,build_nasdaq_methodology_probe
409810,KODEX 미국나스닥100선물인버스(H),foreign_or_global,,,nasdaq,methodology_provider,medium,build_nasdaq_methodology_probe
411420,KODEX 미국나스닥AI테크액티브,foreign_or_global,,,nasdaq,methodology_provider,medium,build_nasdaq_methodology_probe
455030,KODEX 미국달러SOFR금리액티브(합성),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
261240,KODEX 미국달러선물,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
261250,KODEX 미국달러선물레버리지,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
261270,KODEX 미국달러선물인버스,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
261260,KODEX 미국달러선물인버스2X,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0144M0,KODEX 미국드론UAM TOP10,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
