code,name,product_family,coverage_provider,provider_status,source_candidate,source_kind,confidence,next_action
469070,RISE AI&로봇,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
0093A0,RISE AI반도체TOP10,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
0101N0,RISE AI전력인프라,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
427120,RISE AI플랫폼,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
477080,RISE CD금리액티브(합성),fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
290130,RISE ESG사회책임투자,domestic_factor_dividend_or_value,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
326240,RISE IT플러스,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
385560,RISE KIS국고채30년Enhanced,fixed_income_cash_commodity_or_derivative,,,kis,methodology_provider,medium,build_kis_methodology_probe
479520,RISE KOFR금리액티브(합성),fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
270800,RISE KQ고배당,domestic_factor_dividend_or_value,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
292050,RISE KRX300,domestic_broad_market,,,krx,methodology_provider,medium,build_krx_methodology_probe
388280,RISE K엔터&여행레저,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
0192L0,RISE SK하이닉스단일종목레버리지,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
442550,RISE TDF2030액티브 적격,asset_allocation_or_tdf,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
442560,RISE TDF2040액티브 적격,asset_allocation_or_tdf,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
442570,RISE TDF2050액티브 적격,asset_allocation_or_tdf,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
234310,RISE V&S셀렉트밸류,domestic_factor_dividend_or_value,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
241390,RISE V&S셀렉트밸류채권혼합,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
300640,RISE 게임테마,domestic_sector,fnguide,downloaded,fnguide,methodology_provider,high,continue_fnguide_pipeline
266160,RISE 고배당,domestic_factor_dividend_or_value,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
481430,RISE 국고채10년액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
114100,RISE 국고채3년,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
282000,RISE 국고채3년선물인버스,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
451670,RISE 국채30년레버리지(합성),fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
295000,RISE 국채선물10년,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
295020,RISE 국채선물10년인버스,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
432600,RISE 국채선물3년,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
397420,RISE 국채선물5년추종,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
0114X0,RISE 글로벌게임테크TOP3Plus,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
437370,RISE 글로벌농업경제,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
375270,RISE 글로벌데이터센터리츠(합성),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
475380,RISE 글로벌리얼티인컴,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
476310,RISE 글로벌비만산업TOP2+,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
417450,RISE 글로벌수소경제,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
442320,RISE 글로벌원자력,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
461490,RISE 글로벌자산배분액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
459750,RISE 글로벌주식분산액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
399580,RISE 글로벌클린에너지,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
276650,RISE 글로벌테크놀로지(합성 H),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
336160,RISE 금융채액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
326230,RISE 내수주플러스,domestic_group_or_theme,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
367760,RISE 네트워크인프라,real_estate_or_infrastructure,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
272560,RISE 단기국공채액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
385550,RISE 단기채권알파액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
196230,RISE 단기통안채,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
0061Z0,RISE 단기특수은행채액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
315960,RISE 대형고배당10TR,domestic_factor_dividend_or_value,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
0138D0,RISE 동학개미,domestic_group_or_theme,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
455890,RISE 머니마켓액티브,fixed_income_cash_commodity_or_derivative,,,fixed_income_or_commodity_provider,methodology_provider,low,research_fixed_income_or_commodity_provider_sources
401170,RISE 메타버스,domestic_group_or_theme,,,issuer_or_domestic_index_provider,methodology_provider,low,research_issuer_or_domestic_index_provider_sources
481340,RISE 미국30년국채액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
472870,RISE 미국30년국채엔화노출(합성 H),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
472830,RISE 미국30년국채커버드콜(합성),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
485690,RISE 미국AI밸류체인TOP3Plus,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
490590,RISE 미국AI밸류체인데일리고정커버드콜,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0176E0,RISE 미국AI전력인프라액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0127R0,RISE 미국AI클라우드인프라,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
495940,RISE 미국AI테크액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
379780,RISE 미국S&P500,foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
453330,RISE 미국S&P500(H),foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
0138T0,RISE 미국S&P500데일리고정커버드콜,foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
0005C0,RISE 미국S&P500엔화노출(합성 H),foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
460660,RISE 미국S&P배당킹,foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
219390,RISE 미국S&P원유생산기업(합성 H),foreign_or_global,,,sp_global,methodology_provider,medium,build_sp_global_methodology_probe
0115C0,RISE 미국고배당다우존스TOP10,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
354240,RISE 미국고정배당우선증권,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
368590,RISE 미국나스닥100,foreign_or_global,,,nasdaq,methodology_provider,medium,build_nasdaq_methodology_probe
437350,RISE 미국단기투자등급회사채액티브,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
455960,RISE 미국달러SOFR금리액티브(합성),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
469530,RISE 미국달러선물인버스,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
469060,RISE 미국반도체NYSE,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
469050,RISE 미국반도체NYSE(H),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
491630,RISE 미국반도체인버스(합성 H),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
490600,RISE 미국배당100데일리고정커버드콜,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0018Z0,RISE 미국양자컴퓨팅,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
0013P0,RISE 미국은행TOP10,foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
267440,RISE 미국장기국채선물(H),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
267490,RISE 미국장기국채선물레버리지(합성 H),foreign_or_global,,,global_index_provider,methodology_provider,low,research_global_index_provider_sources
